,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,brand,tweet_clean,target
4887,Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,Google,Positive emotion,Google,Fantastico RT Marissa Mayer Google Will Connect the Digital amp Physical Worlds Through Mobile link sxsw,2.0
4888,Mine toooo! RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,Positive emotion,Apple,Mine toooo RT My iPad envy is through the roof Thanks every other person at SXSW,2.0
4889,Umm. Hello!! What about Android?! RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw.,Android,Positive emotion,Google,Umm Hello What about Android RT Awesome new version of for iPhone and new web site coming after sxsw,2.0
4890,Found a road dawg to check out this iPad store #sxsw @mention,iPad,Positive emotion,Apple,Found a road dawg to check out this iPad store sxsw,2.0
4891,Two iPad observations at #sxsw. Vast majority of people using them. Seen lots of 2s today. Looks nice. #appletakingoverworld,iPad,Positive emotion,Apple,Two iPad observations at sxsw Vast majority of people using them Seen lots of 2s today Looks nice appletakingoverworld,2.0
4892,Talking local search. No surprises. // Does Google Hotpot weight those reviews heavier than other sites' in results? cc @mention #SXSW,,No emotion toward brand or product,,Talking local search No surprises Does Google Hotpot weight those reviews heavier than other sites in results cc SXSW,0.0
4893,Talking social media monitoring platforms; SM2 vs Radian6 vs Google Analytics #smmnextgen #sxsw -- right in line w/ a convo I had last night,,No emotion toward brand or product,,Talking social media monitoring platforms SM2 vs Radian6 vs Google Analytics smmnextgen sxsw right in line w a convo I had last night,0.0
4894,the 35 #socialmedia and #music stories you may have missed this weekend {link} via @mention #sxsw #ipad2 #iphone,,No emotion toward brand or product,,the 35 socialmedia and music stories you may have missed this weekend link via sxsw ipad2 iphone,0.0
4895,Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),Apple,Negative emotion,Apple,Apple autocorrect is so weird Ogilvy autocorrects to idiocy ogilvynotes sxsw,1.0
4896,"Sweet, good for you! @mention I have my #iPad 2 for Verizon. My life has just peaked. #SXSW",iPad,Positive emotion,Apple,Sweet good for you I have my iPad 2 for Verizon My life has just peaked SXSW,2.0
4897,"Oh. My. God. The #SXSW app for iPad is pure, unadulterated awesome. It's easier to browse events on iPad than on the website!!!",iPad or iPhone App,Positive emotion,Apple,Oh My God The SXSW app for iPad is pure unadulterated awesome It s easier to browse events on iPad than on the website,2.0
4898,Earlier today: A story about a guy named Shawn Blanc {link} #mac #apple #sxsw cc: @mention,,No emotion toward brand or product,,Earlier today A story about a guy named Shawn Blanc link mac apple sxsw cc,0.0
4900,"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",Other Google product or service,Positive emotion,Google,GoogleDoodle sxsw Google Doodles simple on the surface complex and intricate underneath,2.0
4901,"Google doodle is kind of social agenda, reminding us of facts and events that belong to all of us. #sxsw #googledoodle",Other Google product or service,Positive emotion,Google,Google doodle is kind of social agenda reminding us of facts and events that belong to all of us sxsw googledoodle,2.0
4902,"Google doodles aim to bring people together socially, promote communal experience. #sxsw #GoogleDoodles",,No emotion toward brand or product,,Google doodles aim to bring people together socially promote communal experience sxsw GoogleDoodles,0.0
4903,Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw,Google,Positive emotion,Google,Google doodles always strive to respect and complement the original artwork GoogleDoodle sxsw,2.0
4904,"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer",Google,Negative emotion,Google,Google product showcases never feel that cool No price tag brand equity wow factor attached sxsw marissa mayer,1.0
4905,Does anybody know where the apple pop-up store is? #SXSW,,No emotion toward brand or product,,Does anybody know where the apple pop up store is SXSW,0.0
4906,#Google doesn't view itself as the final end but rather a tool pointing users to sources to make their decisions. #marissagoogle #sxsw,,No emotion toward brand or product,,Google doesn t view itself as the final end but rather a tool pointing users to sources to make their decisions marissagoogle sxsw,0.0
4907,In front of @mention popup store at #SXSW last night {link},,No emotion toward brand or product,,In front of popup store at SXSW last night link,0.0
4908,"In light of #SXSW &amp; #iPad2 launch, #Tech cannot forget #quake victims in #Japan. Do good tech: #Google #peoplefinder. {link}",,No emotion toward brand or product,,In light of SXSW amp iPad2 launch Tech cannot forget quake victims in Japan Do good tech Google peoplefinder link,0.0
4909,"speaking of #sxsw,  almost done w/this MASSIVE schedule.  anyone going next wk, check it! {link}",,No emotion toward brand or product,,speaking of sxsw almost done w this MASSIVE schedule anyone going next wk check it link,0.0
4910,Speaking of #sxsw: how about that #apple store on 6th and congress? Wouldn't it be great if it were permanent....? ;),Apple,Positive emotion,Apple,Speaking of sxsw how about that apple store on 6th and congress Wouldn t it be great if it were permanent,2.0
4911,"The cult of Apple: emotional responses, experiences, magical, works of art, control of the ecosystem. #SXSW #technopriest",,No emotion toward brand or product,,The cult of Apple emotional responses experiences magical works of art control of the ecosystem SXSW technopriest,0.0
4912,"In honor of Apple's #SXSW pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",Apple,Positive emotion,Apple,In honor of Apple s SXSW pop up shop here are some thoughts on how landlords amp leasing agents can utilize pop up shops link,2.0
4913,millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,,Positive emotion,,millions of dollars have been saved at one company through the adoption of google docs incenticize your IT teams evolvingworkplace sxsw,2.0
4914,+1- lots of fun. RT @mention @mention #hollergram app is killing it at #sxsw {link},,No emotion toward brand or product,,1 lots of fun RT hollergram app is killing it at sxsw link,0.0
4916,millions of iPhone cases at #SXSW trade show but can any of them double as shuffleboard wax sprinklers? I think not. #fail (CC @mention,,No emotion toward brand or product,,millions of iPhone cases at SXSW trade show but can any of them double as shuffleboard wax sprinklers I think not fail CC,0.0
4917,"Speaking of mapping @mention #sxsw #mindjet will give away an iPad 2 for the best  of show. Entering is ez, see details: {link}",,No emotion toward brand or product,,Speaking of mapping sxsw mindjet will give away an iPad 2 for the best of show Entering is ez see details link,0.0
4918,Cashmere of Mashable: Thinks the iPad 2 is not a huge step up. Now waiting for the Apple PR team to parachute into the #SXSW session.,iPad,Negative emotion,Apple,Cashmere of Mashable Thinks the iPad 2 is not a huge step up Now waiting for the Apple PR team to parachute into the SXSW session,1.0
4919,"Andrew K of PRX equates the homogeneity of the Apple ecosystem w predictability, vs Android's wild west. #imaconf #sxsw #drumbeat #MoJo",,Negative emotion,,Andrew K of PRX equates the homogeneity of the Apple ecosystem w predictability vs Android s wild west imaconf sxsw drumbeat MoJo,1.0
4920,"Download of the Day: Lonely Planet Austin, Free For a Limited Time {link} #iPhone",,No emotion toward brand or product,,Download of the Day Lonely Planet Austin Free For a Limited Time link iPhone,0.0
4921,Z1: Dawn of the Dead {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #zlf,,No emotion toward brand or product,,Z1 Dawn of the Dead link codes valid 12 00 3 59 59p 03 11 11 infektd sxsw zlf,0.0
4922,N31: Out of the Frying Pan {link} [codes valid: 8:00-11:59:59a 03/14/11] #infektd #sxsw #necro,,No emotion toward brand or product,,N31 Out of the Frying Pan link codes valid 8 00 11 59 59a 03 14 11 infektd sxsw necro,0.0
4923,Z40: Eye of the Storm {link} [codes valid: 8:00-11:59:59p 03/14/11] #infektd #sxsw #zlf,,No emotion toward brand or product,,Z40 Eye of the Storm link codes valid 8 00 11 59 59p 03 14 11 infektd sxsw zlf,0.0
4924,This app of themostist.com is made for mobile (iOS / Android). It will also work in Safari or Google Chrome. #SXSW,,No emotion toward brand or product,,This app of themostist com is made for mobile iOS Android It will also work in Safari or Google Chrome SXSW,0.0
4925,"I used 2 of those RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW from afar to see #agchat rock it",,No emotion toward brand or product,,I used 2 of those RT My agnerd confession using laptop iPad amp blackberry to follow SXSW from afar to see agchat rock it,0.0
4926,How many of you are in Austin? Follow @mention to find out what our Googlers are up to at #sxsw {link},,No emotion toward brand or product,,How many of you are in Austin Follow to find out what our Googlers are up to at sxsw link,0.0
4927,How many of you don't use apple? Cause no one uses windows voluntarily.  #Kawasaki #thisisdare #SXSW,,No emotion toward brand or product,,How many of you don t use apple Cause no one uses windows voluntarily Kawasaki thisisdare SXSW,0.0
4928,"For many of you that asked last night about the free Android phone... Sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",Android,Positive emotion,Google,For many of you that asked last night about the free Android phone Sign up for urthots com then visit urthots com promo sxswi sxsw,2.0
4929,Aron Pilhofer of the New York Times and design guru Khoi Vinh express scepticism about iPad news apps at #SXSW {link},iPad or iPhone App,Negative emotion,Apple,Aron Pilhofer of the New York Times and design guru Khoi Vinh express scepticism about iPad news apps at SXSW link,1.0
4930,Bandcamp Offering More Than One Day of Free Streaming Music... {link} #Music #bandcamp #music #sxsw #sxsw_2011 #Cyber #iPhone,,No emotion toward brand or product,,Bandcamp Offering More Than One Day of Free Streaming Music link Music bandcamp music sxsw sxsw 2011 Cyber iPhone,0.0
4931,Join actsofsharing.com tonight.  the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,iPad,Positive emotion,Apple,Join actsofsharing com tonight the person with the most friends in their city by end of SXSW wins an iPad 2,2.0
4932,At Microsoft lounge 4th floor. First 5 iPhone / Android developers to stop by before 2:45 get free entry into Windows Phone MP ($99) #sxsw,,No emotion toward brand or product,,At Microsoft lounge 4th floor First 5 iPhone Android developers to stop by before 2 45 get free entry into Windows Phone MP 99 sxsw,0.0
4933,Google rooftop hacking party! With Lego Mindstorms. #SXSW @mention Speakeasy Rooftop {link} #photo,,No emotion toward brand or product,,Google rooftop hacking party With Lego Mindstorms SXSW Speakeasy Rooftop link photo,0.0
